policy,timestep,sensitivity_weighted_tile_error,mean_assigned_noise_std,sensitivity_weighted_mean_assigned_noise_std,capacity_utilization,shards_on_faulted_tiles,shards_on_unavailable_tiles,projections_on_faulted_tiles,projections_on_unavailable_tiles,placement_feasible,service_failure,available_capacity_utilization
sequential,65,51.91623681857117,0.025435422607029346,0.025365820139109777,0.857421875,13,0,8,0,True,False,0.857421875
sequential,66,51.48376825064326,0.025326682582057333,0.025258200628539198,0.857421875,13,0,8,0,True,False,0.857421875
sequential,67,52.10160222091416,0.02553743189516825,0.025411161274365265,0.857421875,26,0,15,0,True,False,0.857421875
sequential,68,53.79336979343107,0.0258629693396264,0.025834984418089707,0.857421875,42,0,28,0,True,False,0.857421875
sequential,69,53.94320151636941,0.025952206574044137,0.025864598150305007,0.857421875,42,0,28,0,True,False,0.857421875
sequential,70,55.2294865604056,0.026374786589247887,0.026160870915409452,0.857421875,55,0,32,0,True,False,0.857421875
sequential,71,55.500910162508916,0.026436909584220108,0.026219281231723252,0.857421875,55,0,32,0,True,False,0.857421875
sequential,72,55.319898888763895,0.02635929732364237,0.026170675305665976,0.857421875,55,0,32,0,True,False,0.857421875
sequential,73,54.1421566517373,0.026163089999765143,0.02588909819407878,0.857421875,55,0,32,0,True,False,0.857421875
sequential,74,55.309375023425815,0.026343468578813405,0.026167203767031442,0.857421875,55,0,32,0,True,False,0.857421875
sequential,75,55.2235804969914,0.026364769082112133,0.02614911495886443,0.857421875,55,0,32,0,True,False,0.857421875
sequential,76,55.23117095196515,0.02637670441750346,0.02614239726535473,0.857421875,55,0,32,0,True,False,0.857421875
sequential,77,56.70855227073543,0.02663720460809245,0.02650006485582043,0.857421875,55,0,32,0,True,False,0.857421875
sequential,78,56.865784872017834,0.026637611559802904,0.026537117932954133,0.857421875,55,0,32,0,True,False,0.857421875
sequential,79,57.099137718495776,0.026707494549811212,0.02660077762873711,0.857421875,55,0,32,0,True,False,0.857421875
sequential,80,57.21767202882511,0.026730801664210102,0.0266304194489091,0.857421875,55,0,32,0,True,False,0.857421875
sequential,81,57.05878875300708,0.02659156704284113,0.02659884914450988,0.857421875,55,0,32,0,True,False,0.857421875
sequential,82,56.60530683917056,0.026608781547010227,0.02648167990749185,0.857421875,55,0,32,0,True,False,0.857421875
sequential,83,55.63354513175496,0.026459535327177038,0.026268617222788088,0.857421875,55,0,32,0,True,False,0.857421875
sequential,84,55.70395085869158,0.02643758019370501,0.026285425558363905,0.857421875,55,0,32,0,True,False,0.857421875
sequential,85,55.76948286801202,0.026490492991878473,0.026300221520117805,0.857421875,55,0,32,0,True,False,0.857421875
sequential,86,56.19339368673371,0.026587861043655528,0.026398055533185725,0.857421875,55,0,32,0,True,False,0.857421875
sequential,87,56.944470739292655,0.026675856323019893,0.026583233889767275,0.857421875,55,0,32,0,True,False,0.857421875
sequential,88,57.284034675080264,0.026810107836384663,0.02665601550252492,0.857421875,55,0,32,0,True,False,0.857421875
sequential,89,57.53627557070377,0.026905230575185218,0.026713919105300018,0.857421875,55,0,32,0,True,False,0.857421875
sequential,90,56.89806472326425,0.026789827059130827,0.026561525446683897,0.857421875,55,0,32,0,True,False,0.857421875
sequential,91,57.00627154680151,0.026765737099568882,0.026586444897565162,0.857421875,55,0,32,0,True,False,0.857421875
sequential,92,56.352044151839294,0.026623723830607966,0.026438699501216776,0.857421875,55,0,32,0,True,False,0.857421875
sequential,93,56.346387746510075,0.026635166672041792,0.026437428682704385,0.857421875,55,0,32,0,True,False,0.857421875
sequential,94,56.23469365947135,0.026697529818792764,0.026404618941910218,0.857421875,55,0,32,0,True,False,0.857421875
sequential,95,56.875508099553635,0.026868877510747624,0.026554774338354546,0.857421875,55,0,32,0,True,False,0.857421875
sequential,96,56.45242051965371,0.026730744261248975,0.026455299039842766,0.857421875,55,0,32,0,True,False,0.857421875
sequential,97,56.200325274205326,0.026725946343854633,0.026392948583400206,0.857421875,55,0,32,0,True,False,0.857421875
sequential,98,56.220469782181056,0.026793044718158257,0.026389216808508285,0.857421875,55,0,32,0,True,False,0.857421875
sequential,99,56.03231971162721,0.02676247215342005,0.02633633199233551,0.857421875,55,0,32,0,True,False,0.857421875
sequential,100,56.159115016116324,0.026776144273733208,0.026365426982605158,0.857421875,55,0,32,0,True,False,0.857421875
sequential,101,56.01125869841597,0.026847465784984047,0.026315586534242316,0.857421875,55,0,32,0,True,False,0.857421875
sequential,102,55.7764399474678,0.026703443376408956,0.026277911996832132,0.857421875,55,0,32,0,True,False,0.857421875
sequential,103,55.69398774566945,0.026763671747889156,0.026246945779708136,0.857421875,55,0,32,0,True,False,0.857421875
sequential,104,55.60263565046501,0.026789287462165277,0.0262175126416337,0.857421875,55,0,32,0,True,False,0.857421875
sequential,105,55.974106515111075,0.02681381730927259,0.026294380212095025,0.857421875,55,0,32,0,True,False,0.857421875
sequential,106,56.01122751026641,0.026849879277305505,0.0263073579349253,0.857421875,55,0,32,0,True,False,0.857421875
sequential,107,55.610295353771996,0.026845020973596475,0.026204756736604246,0.857421875,55,0,32,0,True,False,0.857421875
sequential,108,55.602264173217684,0.026874305784372464,0.02620754591967984,0.857421875,55,0,32,0,True,False,0.857421875
sequential,109,55.686134414484805,0.026828851051071814,0.02624140418949175,0.857421875,55,0,32,0,True,False,0.857421875
sequential,110,55.745101951049854,0.02679540971058679,0.02626494579503629,0.857421875,55,0,32,0,True,False,0.857421875
sequential,111,55.50878480969975,0.02679359950214353,0.026197918965275964,0.857421875,55,0,32,0,True,False,0.857421875
sequential,112,56.40817331922115,0.026919355038971842,0.026422132249603193,0.857421875,55,0,32,0,True,False,0.857421875
sequential,113,56.345228641142675,0.026911854806045393,0.0264019432151723,0.857421875,55,0,32,0,True,False,0.857421875
sequential,114,56.97570997173511,0.026942150622428388,0.02656616493031246,0.857421875,55,0,32,0,True,False,0.857421875
sequential,115,58.090404550754734,0.027013731029540185,0.026834606789472533,0.857421875,55,0,32,0,True,False,0.857421875
