policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,group_total_weights,module_num_weights,shard_weight,sensitivity_score,shard_importance,utilization
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r24c1,embedding/token_embedding,embedding,token_embedding,-100,49,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r25c0,embedding/token_embedding,embedding,token_embedding,-100,50,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r25c1,embedding/token_embedding,embedding,token_embedding,-100,51,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r26c0,embedding/token_embedding,embedding,token_embedding,-100,52,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r26c1,embedding/token_embedding,embedding,token_embedding,-100,53,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r27c0,embedding/token_embedding,embedding,token_embedding,-100,54,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r27c1,embedding/token_embedding,embedding,token_embedding,-100,55,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r28c0,embedding/token_embedding,embedding,token_embedding,-100,56,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r28c1,embedding/token_embedding,embedding,token_embedding,-100,57,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r29c0,embedding/token_embedding,embedding,token_embedding,-100,58,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r29c1,embedding/token_embedding,embedding,token_embedding,-100,59,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r30c0,embedding/token_embedding,embedding,token_embedding,-100,60,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r30c1,embedding/token_embedding,embedding,token_embedding,-100,61,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r31c0,embedding/token_embedding,embedding,token_embedding,-100,62,0,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r31c1,embedding/token_embedding,embedding,token_embedding,-100,63,0,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r32c0,embedding/token_embedding,embedding,token_embedding,-100,0,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r32c1,embedding/token_embedding,embedding,token_embedding,-100,1,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
