policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,row_shard_index,col_shard_index,sim_input_start,sim_input_end,sim_output_start,sim_output_end,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score,sensitivity_score_unit,sensitivity_reference_noise_std,shard_importance
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r1c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,1,1,512,1024,512,768,16,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r2c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,2,0,1024,1536,0,512,18,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r2c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,2,1,1024,1536,512,768,19,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r3c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,3,0,1536,2048,0,512,20,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r3c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,3,1,1536,2048,512,768,21,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r4c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,4,0,2048,2560,0,512,22,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r4c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,4,1,2048,2560,512,768,25,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r5c0,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,5,0,2560,3072,0,512,26,6,1,512,512,262144,2359296,0.1111111111111111,1.022026127167355,delta_ppl_total,0.023,0.11355845857415055
hardware_only,decoder_stack.layers.11.ffn2,decoder_stack.layers.11.ffn2#r5c1,block_11/mlp.c_proj,block_11,mlp.c_proj,1103,5,1,2560,3072,512,768,27,6,1,512,256,131072,2359296,0.05555555555555555,1.022026127167355,delta_ppl_total,0.023,0.056779229287075274
static_sensitivity,decoder_stack.layers.0.q_proj_in,decoder_stack.layers.0.q_proj_in#r0c0,block_0/attn.c_attn,block_0,attn.c_attn,0,0,0,0,512,0,512,53,5,1,512,512,262144,1769472,0.14814814814814814,0.11981992250334841,delta_ppl_total,0.023,0.01775109963012569
static_sensitivity,decoder_stack.layers.0.q_proj_in,decoder_stack.layers.0.q_proj_in#r0c1,block_0/attn.c_attn,block_0,attn.c_attn,0,0,1,0,512,512,768,54,5,1,512,256,131072,1769472,0.07407407407407407,0.11981992250334841,delta_ppl_total,0.023,0.008875549815062845
static_sensitivity,decoder_stack.layers.0.q_proj_in,decoder_stack.layers.0.q_proj_in#r1c0,block_0/attn.c_attn,block_0,attn.c_attn,0,1,0,512,768,0,512,55,5,1,256,512,131072,1769472,0.07407407407407407,0.11981992250334841,delta_ppl_total,0.023,0.008875549815062845
static_sensitivity,decoder_stack.layers.0.q_proj_in,decoder_stack.layers.0.q_proj_in#r1c1,block_0/attn.c_attn,block_0,attn.c_attn,0,1,1,512,768,512,768,56,5,1,256,256,65536,1769472,0.037037037037037035,0.11981992250334841,delta_ppl_total,0.023,0.004437774907531423
static_sensitivity,decoder_stack.layers.0.k_proj_in,decoder_stack.layers.0.k_proj_in#r0c0,block_0/attn.c_attn,block_0,attn.c_attn,0,0,0,0,512,0,512,49,5,1,512,512,262144,1769472,0.14814814814814814,0.11981992250334841,delta_ppl_total,0.023,0.01775109963012569
static_sensitivity,decoder_stack.layers.0.k_proj_in,decoder_stack.layers.0.k_proj_in#r0c1,block_0/attn.c_attn,block_0,attn.c_attn,0,0,1,0,512,512,768,50,5,1,512,256,131072,1769472,0.07407407407407407,0.11981992250334841,delta_ppl_total,0.023,0.008875549815062845
static_sensitivity,decoder_stack.layers.0.k_proj_in,decoder_stack.layers.0.k_proj_in#r1c0,block_0/attn.c_attn,block_0,attn.c_attn,0,1,0,512,768,0,512,51,5,1,256,512,131072,1769472,0.07407407407407407,0.11981992250334841,delta_ppl_total,0.023,0.008875549815062845
static_sensitivity,decoder_stack.layers.0.k_proj_in,decoder_stack.layers.0.k_proj_in#r1c1,block_0/attn.c_attn,block_0,attn.c_attn,0,1,1,512,768,512,768,52,5,1,256,256,65536,1769472,0.037037037037037035,0.11981992250334841,delta_ppl_total,0.023,0.004437774907531423
static_sensitivity,decoder_stack.layers.0.v_proj_in,decoder_stack.layers.0.v_proj_in#r0c0,block_0/attn.c_attn,block_0,attn.c_attn,0,0,0,0,512,0,512,57,5,1,512,512,262144,1769472,0.14814814814814814,0.11981992250334841,delta_ppl_total,0.023,0.01775109963012569
static_sensitivity,decoder_stack.layers.0.v_proj_in,decoder_stack.layers.0.v_proj_in#r0c1,block_0/attn.c_attn,block_0,attn.c_attn,0,0,1,0,512,512,768,58,5,1,512,256,131072,1769472,0.07407407407407407,0.11981992250334841,delta_ppl_total,0.023,0.008875549815062845
static_sensitivity,decoder_stack.layers.0.v_proj_in,decoder_stack.layers.0.v_proj_in#r1c0,block_0/attn.c_attn,block_0,attn.c_attn,0,1,0,512,768,0,512,59,5,1,256,512,131072,1769472,0.07407407407407407,0.11981992250334841,delta_ppl_total,0.023,0.008875549815062845
static_sensitivity,decoder_stack.layers.0.v_proj_in,decoder_stack.layers.0.v_proj_in#r1c1,block_0/attn.c_attn,block_0,attn.c_attn,0,1,1,512,768,512,768,61,5,1,256,256,65536,1769472,0.037037037037037035,0.11981992250334841,delta_ppl_total,0.023,0.004437774907531423
static_sensitivity,decoder_stack.layers.0.q_proj_out,decoder_stack.layers.0.q_proj_out#r0c0,block_1/attn.c_attn,block_1,attn.c_attn,100,0,0,0,512,0,512,4,6,1,512,512,262144,1769472,0.14814814814814814,0.05735656252573022,delta_ppl_total,0.023,0.008497268522330403
static_sensitivity,decoder_stack.layers.0.q_proj_out,decoder_stack.layers.0.q_proj_out#r0c1,block_1/attn.c_attn,block_1,attn.c_attn,100,0,1,0,512,512,768,5,6,1,512,256,131072,1769472,0.07407407407407407,0.05735656252573022,delta_ppl_total,0.023,0.004248634261165202
static_sensitivity,decoder_stack.layers.0.q_proj_out,decoder_stack.layers.0.q_proj_out#r1c0,block_1/attn.c_attn,block_1,attn.c_attn,100,1,0,512,768,0,512,6,6,1,256,512,131072,1769472,0.07407407407407407,0.05735656252573022,delta_ppl_total,0.023,0.004248634261165202
static_sensitivity,decoder_stack.layers.0.q_proj_out,decoder_stack.layers.0.q_proj_out#r1c1,block_1/attn.c_attn,block_1,attn.c_attn,100,1,1,512,768,512,768,7,6,1,256,256,65536,1769472,0.037037037037037035,0.05735656252573022,delta_ppl_total,0.023,0.002124317130582601
static_sensitivity,decoder_stack.layers.0.k_proj_out,decoder_stack.layers.0.k_proj_out#r0c0,block_1/attn.c_attn,block_1,attn.c_attn,100,0,0,0,512,0,512,0,6,1,512,512,262144,1769472,0.14814814814814814,0.05735656252573022,delta_ppl_total,0.023,0.008497268522330403
static_sensitivity,decoder_stack.layers.0.k_proj_out,decoder_stack.layers.0.k_proj_out#r0c1,block_1/attn.c_attn,block_1,attn.c_attn,100,0,1,0,512,512,768,1,6,1,512,256,131072,1769472,0.07407407407407407,0.05735656252573022,delta_ppl_total,0.023,0.004248634261165202
static_sensitivity,decoder_stack.layers.0.k_proj_out,decoder_stack.layers.0.k_proj_out#r1c0,block_1/attn.c_attn,block_1,attn.c_attn,100,1,0,512,768,0,512,2,6,1,256,512,131072,1769472,0.07407407407407407,0.05735656252573022,delta_ppl_total,0.023,0.004248634261165202
static_sensitivity,decoder_stack.layers.0.k_proj_out,decoder_stack.layers.0.k_proj_out#r1c1,block_1/attn.c_attn,block_1,attn.c_attn,100,1,1,512,768,512,768,3,6,1,256,256,65536,1769472,0.037037037037037035,0.05735656252573022,delta_ppl_total,0.023,0.002124317130582601
static_sensitivity,decoder_stack.layers.0.v_proj_out,decoder_stack.layers.0.v_proj_out#r0c0,block_1/attn.c_attn,block_1,attn.c_attn,100,0,0,0,512,0,512,8,6,1,512,512,262144,1769472,0.14814814814814814,0.05735656252573022,delta_ppl_total,0.023,0.008497268522330403
static_sensitivity,decoder_stack.layers.0.v_proj_out,decoder_stack.layers.0.v_proj_out#r0c1,block_1/attn.c_attn,block_1,attn.c_attn,100,0,1,0,512,512,768,9,6,1,512,256,131072,1769472,0.07407407407407407,0.05735656252573022,delta_ppl_total,0.023,0.004248634261165202
static_sensitivity,decoder_stack.layers.0.v_proj_out,decoder_stack.layers.0.v_proj_out#r1c0,block_1/attn.c_attn,block_1,attn.c_attn,100,1,0,512,768,0,512,10,6,1,256,512,131072,1769472,0.07407407407407407,0.05735656252573022,delta_ppl_total,0.023,0.004248634261165202
static_sensitivity,decoder_stack.layers.0.v_proj_out,decoder_stack.layers.0.v_proj_out#r1c1,block_1/attn.c_attn,block_1,attn.c_attn,100,1,1,512,768,512,768,11,6,1,256,256,65536,1769472,0.037037037037037035,0.05735656252573022,delta_ppl_total,0.023,0.002124317130582601
static_sensitivity,decoder_stack.layers.0.out_proj,decoder_stack.layers.0.out_proj#r0c0,block_0/attn.c_proj,block_0,attn.c_proj,1,0,0,0,512,0,512,17,0,1,512,512,262144,589824,0.4444444444444444,11.350339747763249,delta_ppl_total,0.023,5.044595443450333
static_sensitivity,decoder_stack.layers.0.out_proj,decoder_stack.layers.0.out_proj#r0c1,block_0/attn.c_proj,block_0,attn.c_proj,1,0,1,0,512,512,768,23,0,1,512,256,131072,589824,0.2222222222222222,11.350339747763249,delta_ppl_total,0.023,2.5222977217251663
static_sensitivity,decoder_stack.layers.0.out_proj,decoder_stack.layers.0.out_proj#r1c0,block_0/attn.c_proj,block_0,attn.c_proj,1,1,0,512,768,0,512,71,0,1,256,512,131072,589824,0.2222222222222222,11.350339747763249,delta_ppl_total,0.023,2.5222977217251663
static_sensitivity,decoder_stack.layers.0.out_proj,decoder_stack.layers.0.out_proj#r1c1,block_0/attn.c_proj,block_0,attn.c_proj,1,1,1,512,768,512,768,46,0,1,256,256,65536,589824,0.1111111111111111,11.350339747763249,delta_ppl_total,0.023,1.2611488608625832
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r0c0,block_0/mlp.c_fc,block_0,mlp.c_fc,2,0,0,0,512,0,512,44,2,1,512,512,262144,2359296,0.1111111111111111,0.2156455889038142,delta_ppl_total,0.023,0.023960620989312686
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r0c1,block_0/mlp.c_fc,block_0,mlp.c_fc,2,0,1,0,512,512,1024,45,2,1,512,512,262144,2359296,0.1111111111111111,0.2156455889038142,delta_ppl_total,0.023,0.023960620989312686
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r0c2,block_0/mlp.c_fc,block_0,mlp.c_fc,2,0,2,0,512,1024,1536,47,2,1,512,512,262144,2359296,0.1111111111111111,0.2156455889038142,delta_ppl_total,0.023,0.023960620989312686
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r0c3,block_0/mlp.c_fc,block_0,mlp.c_fc,2,0,3,0,512,1536,2048,48,2,1,512,512,262144,2359296,0.1111111111111111,0.2156455889038142,delta_ppl_total,0.023,0.023960620989312686
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r0c4,block_0/mlp.c_fc,block_0,mlp.c_fc,2,0,4,0,512,2048,2560,49,2,1,512,512,262144,2359296,0.1111111111111111,0.2156455889038142,delta_ppl_total,0.023,0.023960620989312686
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r0c5,block_0/mlp.c_fc,block_0,mlp.c_fc,2,0,5,0,512,2560,3072,50,2,1,512,512,262144,2359296,0.1111111111111111,0.2156455889038142,delta_ppl_total,0.023,0.023960620989312686
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r1c0,block_0/mlp.c_fc,block_0,mlp.c_fc,2,1,0,512,768,0,512,51,2,1,256,512,131072,2359296,0.05555555555555555,0.2156455889038142,delta_ppl_total,0.023,0.011980310494656343
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r1c1,block_0/mlp.c_fc,block_0,mlp.c_fc,2,1,1,512,768,512,1024,52,2,1,256,512,131072,2359296,0.05555555555555555,0.2156455889038142,delta_ppl_total,0.023,0.011980310494656343
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r1c2,block_0/mlp.c_fc,block_0,mlp.c_fc,2,1,2,512,768,1024,1536,53,2,1,256,512,131072,2359296,0.05555555555555555,0.2156455889038142,delta_ppl_total,0.023,0.011980310494656343
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r1c3,block_0/mlp.c_fc,block_0,mlp.c_fc,2,1,3,512,768,1536,2048,54,2,1,256,512,131072,2359296,0.05555555555555555,0.2156455889038142,delta_ppl_total,0.023,0.011980310494656343
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r1c4,block_0/mlp.c_fc,block_0,mlp.c_fc,2,1,4,512,768,2048,2560,55,2,1,256,512,131072,2359296,0.05555555555555555,0.2156455889038142,delta_ppl_total,0.023,0.011980310494656343
static_sensitivity,decoder_stack.layers.0.ffn1,decoder_stack.layers.0.ffn1#r1c5,block_0/mlp.c_fc,block_0,mlp.c_fc,2,1,5,512,768,2560,3072,56,2,1,256,512,131072,2359296,0.05555555555555555,0.2156455889038142,delta_ppl_total,0.023,0.011980310494656343
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r0c0,block_0/mlp.c_proj,block_0,mlp.c_proj,3,0,0,0,512,0,512,17,1,1,512,512,262144,2359296,0.1111111111111111,4.496658314707527,delta_ppl_total,0.023,0.4996287016341696
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r0c1,block_0/mlp.c_proj,block_0,mlp.c_proj,3,0,1,0,512,512,768,23,1,1,512,256,131072,2359296,0.05555555555555555,4.496658314707527,delta_ppl_total,0.023,0.2498143508170848
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r1c0,block_0/mlp.c_proj,block_0,mlp.c_proj,3,1,0,512,1024,0,512,71,1,1,512,512,262144,2359296,0.1111111111111111,4.496658314707527,delta_ppl_total,0.023,0.4996287016341696
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r1c1,block_0/mlp.c_proj,block_0,mlp.c_proj,3,1,1,512,1024,512,768,46,1,1,512,256,131072,2359296,0.05555555555555555,4.496658314707527,delta_ppl_total,0.023,0.2498143508170848
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r2c0,block_0/mlp.c_proj,block_0,mlp.c_proj,3,2,0,1024,1536,0,512,37,0,1,512,512,262144,2359296,0.1111111111111111,4.496658314707527,delta_ppl_total,0.023,0.4996287016341696
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r2c1,block_0/mlp.c_proj,block_0,mlp.c_proj,3,2,1,1024,1536,512,768,60,0,1,512,256,131072,2359296,0.05555555555555555,4.496658314707527,delta_ppl_total,0.023,0.2498143508170848
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r3c0,block_0/mlp.c_proj,block_0,mlp.c_proj,3,3,0,1536,2048,0,512,24,0,1,512,512,262144,2359296,0.1111111111111111,4.496658314707527,delta_ppl_total,0.023,0.4996287016341696
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r3c1,block_0/mlp.c_proj,block_0,mlp.c_proj,3,3,1,1536,2048,512,768,43,0,1,512,256,131072,2359296,0.05555555555555555,4.496658314707527,delta_ppl_total,0.023,0.2498143508170848
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r4c0,block_0/mlp.c_proj,block_0,mlp.c_proj,3,4,0,2048,2560,0,512,67,0,1,512,512,262144,2359296,0.1111111111111111,4.496658314707527,delta_ppl_total,0.023,0.4996287016341696
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r4c1,block_0/mlp.c_proj,block_0,mlp.c_proj,3,4,1,2048,2560,512,768,41,0,1,512,256,131072,2359296,0.05555555555555555,4.496658314707527,delta_ppl_total,0.023,0.2498143508170848
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r5c0,block_0/mlp.c_proj,block_0,mlp.c_proj,3,5,0,2560,3072,0,512,38,0,1,512,512,262144,2359296,0.1111111111111111,4.496658314707527,delta_ppl_total,0.023,0.4996287016341696
static_sensitivity,decoder_stack.layers.0.ffn2,decoder_stack.layers.0.ffn2#r5c1,block_0/mlp.c_proj,block_0,mlp.c_proj,3,5,1,2560,3072,512,768,14,0,1,512,256,131072,2359296,0.05555555555555555,4.496658314707527,delta_ppl_total,0.023,0.2498143508170848
static_sensitivity,decoder_stack.layers.1.q_proj_out,decoder_stack.layers.1.q_proj_out#r0c0,block_2/attn.c_attn,block_2,attn.c_attn,200,0,0,0,512,0,512,8,0,1,512,512,262144,1769472,0.14814814814814814,1.7787354935574413,delta_ppl_total,0.023,0.2635163694159172
static_sensitivity,decoder_stack.layers.1.q_proj_out,decoder_stack.layers.1.q_proj_out#r0c1,block_2/attn.c_attn,block_2,attn.c_attn,200,0,1,0,512,512,768,9,0,1,512,256,131072,1769472,0.07407407407407407,1.7787354935574413,delta_ppl_total,0.023,0.1317581847079586
static_sensitivity,decoder_stack.layers.1.q_proj_out,decoder_stack.layers.1.q_proj_out#r1c0,block_2/attn.c_attn,block_2,attn.c_attn,200,1,0,512,768,0,512,10,0,1,256,512,131072,1769472,0.07407407407407407,1.7787354935574413,delta_ppl_total,0.023,0.1317581847079586
static_sensitivity,decoder_stack.layers.1.q_proj_out,decoder_stack.layers.1.q_proj_out#r1c1,block_2/attn.c_attn,block_2,attn.c_attn,200,1,1,512,768,512,768,11,0,1,256,256,65536,1769472,0.037037037037037035,1.7787354935574413,delta_ppl_total,0.023,0.0658790923539793
static_sensitivity,decoder_stack.layers.1.k_proj_out,decoder_stack.layers.1.k_proj_out#r0c0,block_2/attn.c_attn,block_2,attn.c_attn,200,0,0,0,512,0,512,4,0,1,512,512,262144,1769472,0.14814814814814814,1.7787354935574413,delta_ppl_total,0.023,0.2635163694159172
static_sensitivity,decoder_stack.layers.1.k_proj_out,decoder_stack.layers.1.k_proj_out#r0c1,block_2/attn.c_attn,block_2,attn.c_attn,200,0,1,0,512,512,768,5,0,1,512,256,131072,1769472,0.07407407407407407,1.7787354935574413,delta_ppl_total,0.023,0.1317581847079586
static_sensitivity,decoder_stack.layers.1.k_proj_out,decoder_stack.layers.1.k_proj_out#r1c0,block_2/attn.c_attn,block_2,attn.c_attn,200,1,0,512,768,0,512,6,0,1,256,512,131072,1769472,0.07407407407407407,1.7787354935574413,delta_ppl_total,0.023,0.1317581847079586
static_sensitivity,decoder_stack.layers.1.k_proj_out,decoder_stack.layers.1.k_proj_out#r1c1,block_2/attn.c_attn,block_2,attn.c_attn,200,1,1,512,768,512,768,7,0,1,256,256,65536,1769472,0.037037037037037035,1.7787354935574413,delta_ppl_total,0.023,0.0658790923539793
static_sensitivity,decoder_stack.layers.1.v_proj_out,decoder_stack.layers.1.v_proj_out#r0c0,block_2/attn.c_attn,block_2,attn.c_attn,200,0,0,0,512,0,512,12,0,1,512,512,262144,1769472,0.14814814814814814,1.7787354935574413,delta_ppl_total,0.023,0.2635163694159172
static_sensitivity,decoder_stack.layers.1.v_proj_out,decoder_stack.layers.1.v_proj_out#r0c1,block_2/attn.c_attn,block_2,attn.c_attn,200,0,1,0,512,512,768,13,0,1,512,256,131072,1769472,0.07407407407407407,1.7787354935574413,delta_ppl_total,0.023,0.1317581847079586
static_sensitivity,decoder_stack.layers.1.v_proj_out,decoder_stack.layers.1.v_proj_out#r1c0,block_2/attn.c_attn,block_2,attn.c_attn,200,1,0,512,768,0,512,15,0,1,256,512,131072,1769472,0.07407407407407407,1.7787354935574413,delta_ppl_total,0.023,0.1317581847079586
static_sensitivity,decoder_stack.layers.1.v_proj_out,decoder_stack.layers.1.v_proj_out#r1c1,block_2/attn.c_attn,block_2,attn.c_attn,200,1,1,512,768,512,768,16,0,1,256,256,65536,1769472,0.037037037037037035,1.7787354935574413,delta_ppl_total,0.023,0.0658790923539793
static_sensitivity,decoder_stack.layers.1.out_proj,decoder_stack.layers.1.out_proj#r0c0,block_1/attn.c_proj,block_1,attn.c_proj,101,0,0,0,512,0,512,53,0,1,512,512,262144,589824,0.4444444444444444,0.3935577137229167,delta_ppl_total,0.023,0.17491453943240742
static_sensitivity,decoder_stack.layers.1.out_proj,decoder_stack.layers.1.out_proj#r0c1,block_1/attn.c_proj,block_1,attn.c_proj,101,0,1,0,512,512,768,54,0,1,512,256,131072,589824,0.2222222222222222,0.3935577137229167,delta_ppl_total,0.023,0.08745726971620371
static_sensitivity,decoder_stack.layers.1.out_proj,decoder_stack.layers.1.out_proj#r1c0,block_1/attn.c_proj,block_1,attn.c_proj,101,1,0,512,768,0,512,55,0,1,256,512,131072,589824,0.2222222222222222,0.3935577137229167,delta_ppl_total,0.023,0.08745726971620371
static_sensitivity,decoder_stack.layers.1.out_proj,decoder_stack.layers.1.out_proj#r1c1,block_1/attn.c_proj,block_1,attn.c_proj,101,1,1,512,768,512,768,56,0,1,256,256,65536,589824,0.1111111111111111,0.3935577137229167,delta_ppl_total,0.023,0.043728634858101856
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r0c0,block_1/mlp.c_fc,block_1,mlp.c_fc,102,0,0,0,512,0,512,17,5,1,512,512,262144,2359296,0.1111111111111111,1.290026538938735,delta_ppl_total,0.023,0.14333628210430388
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r0c1,block_1/mlp.c_fc,block_1,mlp.c_fc,102,0,1,0,512,512,1024,23,5,1,512,512,262144,2359296,0.1111111111111111,1.290026538938735,delta_ppl_total,0.023,0.14333628210430388
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r0c2,block_1/mlp.c_fc,block_1,mlp.c_fc,102,0,2,0,512,1024,1536,71,5,1,512,512,262144,2359296,0.1111111111111111,1.290026538938735,delta_ppl_total,0.023,0.14333628210430388
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r0c3,block_1/mlp.c_fc,block_1,mlp.c_fc,102,0,3,0,512,1536,2048,46,5,1,512,512,262144,2359296,0.1111111111111111,1.290026538938735,delta_ppl_total,0.023,0.14333628210430388
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r0c4,block_1/mlp.c_fc,block_1,mlp.c_fc,102,0,4,0,512,2048,2560,37,3,1,512,512,262144,2359296,0.1111111111111111,1.290026538938735,delta_ppl_total,0.023,0.14333628210430388
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r0c5,block_1/mlp.c_fc,block_1,mlp.c_fc,102,0,5,0,512,2560,3072,60,3,1,512,512,262144,2359296,0.1111111111111111,1.290026538938735,delta_ppl_total,0.023,0.14333628210430388
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r1c0,block_1/mlp.c_fc,block_1,mlp.c_fc,102,1,0,512,768,0,512,24,3,1,256,512,131072,2359296,0.05555555555555555,1.290026538938735,delta_ppl_total,0.023,0.07166814105215194
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r1c1,block_1/mlp.c_fc,block_1,mlp.c_fc,102,1,1,512,768,512,1024,43,3,1,256,512,131072,2359296,0.05555555555555555,1.290026538938735,delta_ppl_total,0.023,0.07166814105215194
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r1c2,block_1/mlp.c_fc,block_1,mlp.c_fc,102,1,2,512,768,1024,1536,67,3,1,256,512,131072,2359296,0.05555555555555555,1.290026538938735,delta_ppl_total,0.023,0.07166814105215194
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r1c3,block_1/mlp.c_fc,block_1,mlp.c_fc,102,1,3,512,768,1536,2048,41,3,1,256,512,131072,2359296,0.05555555555555555,1.290026538938735,delta_ppl_total,0.023,0.07166814105215194
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r1c4,block_1/mlp.c_fc,block_1,mlp.c_fc,102,1,4,512,768,2048,2560,38,3,1,256,512,131072,2359296,0.05555555555555555,1.290026538938735,delta_ppl_total,0.023,0.07166814105215194
static_sensitivity,decoder_stack.layers.1.ffn1,decoder_stack.layers.1.ffn1#r1c5,block_1/mlp.c_fc,block_1,mlp.c_fc,102,1,5,512,768,2560,3072,14,3,1,256,512,131072,2359296,0.05555555555555555,1.290026538938735,delta_ppl_total,0.023,0.07166814105215194
static_sensitivity,decoder_stack.layers.1.ffn2,decoder_stack.layers.1.ffn2#r0c0,block_1/mlp.c_proj,block_1,mlp.c_proj,103,0,0,0,512,0,512,17,6,1,512,512,262144,2359296,0.1111111111111111,1.2110609606543832,delta_ppl_total,0.023,0.13456232896159812
static_sensitivity,decoder_stack.layers.1.ffn2,decoder_stack.layers.1.ffn2#r0c1,block_1/mlp.c_proj,block_1,mlp.c_proj,103,0,1,0,512,512,768,23,6,1,512,256,131072,2359296,0.05555555555555555,1.2110609606543832,delta_ppl_total,0.023,0.06728116448079906
static_sensitivity,decoder_stack.layers.1.ffn2,decoder_stack.layers.1.ffn2#r1c0,block_1/mlp.c_proj,block_1,mlp.c_proj,103,1,0,512,1024,0,512,71,6,1,512,512,262144,2359296,0.1111111111111111,1.2110609606543832,delta_ppl_total,0.023,0.13456232896159812
static_sensitivity,decoder_stack.layers.1.ffn2,decoder_stack.layers.1.ffn2#r1c1,block_1/mlp.c_proj,block_1,mlp.c_proj,103,1,1,512,1024,512,768,46,6,1,512,256,131072,2359296,0.05555555555555555,1.2110609606543832,delta_ppl_total,0.023,0.06728116448079906
static_sensitivity,decoder_stack.layers.1.ffn2,decoder_stack.layers.1.ffn2#r2c0,block_1/mlp.c_proj,block_1,mlp.c_proj,103,2,0,1024,1536,0,512,37,4,1,512,512,262144,2359296,0.1111111111111111,1.2110609606543832,delta_ppl_total,0.023,0.13456232896159812
static_sensitivity,decoder_stack.layers.1.ffn2,decoder_stack.layers.1.ffn2#r2c1,block_1/mlp.c_proj,block_1,mlp.c_proj,103,2,1,1024,1536,512,768,60,4,1,512,256,131072,2359296,0.05555555555555555,1.2110609606543832,delta_ppl_total,0.023,0.06728116448079906
